Column1,club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season,country,short_name,Name,Team,Nationality,Position.1,Overall,Potential,Value,Wage,preferred_foot,Work Rate,Body Type,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Dribbling,Curve,Fk accuracy,Long passing,Ball control,Acceleration,Sprint speed,Agility,Reactions,Balance,Shot power,Jumping,Stamina,Strength,Long shots,Aggression,Interceptions,Positioning,Vision,Penalties,Defensive awareness,Standing tackle,Sliding tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes
111,RC Lens,Wuilker Fariñez,23,Goalkeeper,Millonarios,€1.50m,in,Summer,1.5,Ligue 1,2021,2021/2022,France,W. Farinez,W. Faríñez,Racing Club de Lens,Venezuela,GK,75,85,11000000,22000,Right,Medium/Medium,Normal (170-185),18,19,17,25,15,14,22,18,29,25,51,54,69,67,65,52,75,41,51,20,23,17,15,66,23,25,16,21,73,70,69,74,78
112,OGC Nice,Mario Lemina,27,Defensive Midfield,Southampton,€5.50m,in,Summer,5.5,Ligue 1,2021,2021/2022,France,M. Lemina,M. Lemina,Fulham,Gabon,"CM, CDM",77,78,12500000,52000,Right,Medium/Medium,Normal (170-185),72,57,68,82,68,80,72,68,77,81,69,75,69,73,69,81,46,75,73,78,70,72,71,74,68,72,74,71,12,9,15,8,16
113,Southampton FC,Mario Lemina,27,Defensive Midfield,OGC Nice,€5.50m,out,Summer,5.5,Premier League,2021,2021/2022,England,M. Lemina,M. Lemina,Fulham,Gabon,"CM, CDM",77,78,12500000,52000,Right,Medium/Medium,Normal (170-185),72,57,68,82,68,80,72,68,77,81,69,75,69,73,69,81,46,75,73,78,70,72,71,74,68,72,74,71,12,9,15,8,16
114,OGC Nice,Myziane Maolida,22,Left Winger,Hertha BSC,€4.00m,out,Summer,4,Ligue 1,2021,2021/2022,France,M. Maolida,M. Maolida,OGC Nice,France,"ST, LW",69,78,3200000,13000,Right,Medium/Low,Lean (170-185),56,68,61,70,64,76,66,41,57,73,76,79,76,69,75,69,63,59,63,65,39,24,70,67,61,21,17,21,9,10,7,13,8
115,Hertha BSC,Myziane Maolida,22,Left Winger,OGC Nice,€4.00m,in,Summer,4,1 Bundesliga,2021,2021/2022,Germany,M. Maolida,M. Maolida,OGC Nice,France,"ST, LW",69,78,3200000,13000,Right,Medium/Low,Lean (170-185),56,68,61,70,64,76,66,41,57,73,76,79,76,69,75,69,63,59,63,65,39,24,70,67,61,21,17,21,9,10,7,13,8
116,FC Girondins Bordeaux,Yacine Adli,21,Attacking Midfield,AC Milan,€8.00m,out,Summer,8,Ligue 1,2021,2021/2022,France,Y. Adli,Y. Adli,FC Girondins de Bordeaux,France,"CF, CAM, CM",70,83,3800000,11000,Right,Medium/Medium,Lean (185+),66,65,62,75,62,75,69,74,69,75,62,59,65,69,57,73,60,69,64,66,57,55,68,75,60,59,57,55,14,12,9,10,14
117,AC Milan,Yacine Adli,21,Attacking Midfield,G. Bordeaux,€8.00m,in,Summer,8,Serie A,2021,2021/2022,Italy,Y. Adli,Y. Adli,FC Girondins de Bordeaux,France,"CF, CAM, CM",70,83,3800000,11000,Right,Medium/Medium,Lean (185+),66,65,62,75,62,75,69,74,69,75,62,59,65,69,57,73,60,69,64,66,57,55,68,75,60,59,57,55,14,12,9,10,14
118,FC Lorient,Yoane Wissa,24,Left Winger,Brentford,€10.00m,out,Summer,10,Ligue 1,2021,2021/2022,France,Y. Wissa,Y. Wissa,FC Lorient,Congo DR,"LM, ST",71,77,3000000,16000,Right,High/Medium,Lean (170-185),62,72,54,63,65,72,46,41,60,69,84,91,81,69,73,75,75,71,67,65,61,13,71,65,70,25,23,18,14,7,6,8,15
119,Brentford FC,Yoane Wissa,24,Left Winger,FC Lorient,€10.00m,in,Summer,10,Premier League,2021,2021/2022,England,Y. Wissa,Y. Wissa,FC Lorient,Congo DR,"LM, ST",71,77,3000000,16000,Right,High/Medium,Lean (170-185),62,72,54,63,65,72,46,41,60,69,84,91,81,69,73,75,75,71,67,65,61,13,71,65,70,25,23,18,14,7,6,8,15
123,FC Nantes,Alban Lafont,22,Goalkeeper,Fiorentina,€7.50m,in,Summer,7.5,Ligue 1,2021,2021/2022,France,A. Lafont,A. Lafont,FC Nantes,France,GK,78,84,18500000,25000,Right,Medium/Medium,Lean (185+),13,6,13,54,9,14,13,12,38,10,48,45,60,69,53,53,73,40,70,9,20,17,4,47,16,20,14,12,79,76,70,75,82
124,ACF Fiorentina,Alban Lafont,22,Goalkeeper,FC Nantes,€7.50m,out,Summer,7.5,Serie A,2021,2021/2022,Italy,A. Lafont,A. Lafont,FC Nantes,France,GK,78,84,18500000,25000,Right,Medium/Medium,Lean (185+),13,6,13,54,9,14,13,12,38,10,48,45,60,69,53,53,73,40,70,9,20,17,4,47,16,20,14,12,79,76,70,75,82
125,FC Nantes,Abdoulaye Touré,27,Defensive Midfield,Genoa,€3.50m,out,Summer,3.5,Ligue 1,2021,2021/2022,France,A. Toure,A. Touré,FC Nantes,France,"CDM, CM",75,78,6500000,22000,Right,Medium/Medium,Normal (185+),48,41,52,71,42,62,49,49,70,75,50,41,34,69,36,80,33,75,86,78,75,77,46,58,61,76,77,74,8,15,9,9,7
126,FC Nantes,Abdoulaye Touré,27,Defensive Midfield,Genoa,€3.50m,out,Summer,3.5,Ligue 1,2021,2021/2022,France,A. Toure,A. Touré,Eintracht Frankfurt,France,"RB, CB",74,79,6000000,19000,Right,High/Medium,Normal (170-185),74,60,69,72,30,75,70,35,63,75,68,77,65,70,65,60,74,74,75,45,66,70,66,62,40,70,75,73,11,15,7,7,12
127,Genoa CFC,Abdoulaye Touré,27,Defensive Midfield,FC Nantes,€3.50m,in,Summer,3.5,Serie A,2021,2021/2022,Italy,A. Toure,A. Touré,FC Nantes,France,"CDM, CM",75,78,6500000,22000,Right,Medium/Medium,Normal (185+),48,41,52,71,42,62,49,49,70,75,50,41,34,69,36,80,33,75,86,78,75,77,46,58,61,76,77,74,8,15,9,9,7
128,Genoa CFC,Abdoulaye Touré,27,Defensive Midfield,FC Nantes,€3.50m,in,Summer,3.5,Serie A,2021,2021/2022,Italy,A. Toure,A. Touré,Eintracht Frankfurt,France,"RB, CB",74,79,6000000,19000,Right,High/Medium,Normal (170-185),74,60,69,72,30,75,70,35,63,75,68,77,65,70,65,60,74,74,75,45,66,70,66,62,40,70,75,73,11,15,7,7,12
129,ESTAC Troyes,Mama Baldé,25,Right Winger,Dijon,€3.50m,in,Summer,3.5,Ligue 1,2021,2021/2022,France,M. Balde,Mama Baldé,Dijon FCO,Guinea Bissau,"RM, RW, ST",75,79,8000000,13000,Right,High/Medium,Normal (170-185),70,74,74,70,68,75,73,39,66,72,84,92,73,75,67,79,79,77,70,66,80,67,76,63,48,61,65,63,6,12,13,13,6
130,ESTAC Troyes,Renaud Ripart,28,Attacking Midfield,Nîmes Olympique,€3.30m,in,Summer,3.3,Ligue 1,2021,2021/2022,France,R. Ripart,R. Ripart,Nîmes Olympique,France,"ST, LM, RB",71,72,2200000,16000,Right,High/High,Stocky (170-185),68,72,64,68,71,71,65,55,63,75,68,73,66,70,65,77,67,84,73,72,69,56,72,67,72,64,60,48,10,11,10,13,11
131,ESTAC Troyes,Giulian Biancone,21,Right-Back,Monaco,€2.50m,in,Summer,2.5,Ligue 1,2021,2021/2022,France,G. Biancone,G. Biancone,AS Monaco,France,RB,68,80,2800000,11000,Right,High/Medium,Normal (185+),72,28,57,62,35,69,66,38,53,69,68,75,55,60,57,69,60,77,77,66,69,55,62,49,47,56,69,69,8,14,11,8,9
132,AS Monaco,Giulian Biancone,21,Right-Back,Troyes,€2.50m,out,Summer,2.5,Ligue 1,2021,2021/2022,France,G. Biancone,G. Biancone,AS Monaco,France,RB,68,80,2800000,11000,Right,High/Medium,Normal (185+),72,28,57,62,35,69,66,38,53,69,68,75,55,60,57,69,60,77,77,66,69,55,62,49,47,56,69,69,8,14,11,8,9
133,RC Lens,Clément Michelin,24,Right-Back,AEK Athens,€1.00m,out,Summer,1,Ligue 1,2021,2021/2022,France,C. Michelin,C. Michelin,Racing Club de Lens,France,"RWB, RB",72,79,4500000,21000,Right,Medium/Medium,Lean (170-185),72,45,56,73,43,68,75,42,71,71,63,66,65,66,70,58,67,73,63,52,68,67,65,60,48,67,70,71,15,9,12,15,8
138,AS Monaco,Benjamin Henrichs,24,Right-Back,RB Leipzig,€15.00m,out,Summer,15,Ligue 1,2021,2021/2022,France,B. Henrichs,B. Henrichs,RB Leipzig,Germany,"RB, LB, RM",76,80,10000000,34000,Right,High/Medium,Normal (170-185),74,50,63,74,53,76,73,49,66,75,74,75,75,73,69,62,66,74,68,46,68,74,62,69,59,73,74,74,8,9,13,12,14
139,RB Leipzig,Benjamin Henrichs,24,Right-Back,Monaco,€15.00m,in,Summer,15,1 Bundesliga,2021,2021/2022,Germany,B. Henrichs,B. Henrichs,RB Leipzig,Germany,"RB, LB, RM",76,80,10000000,34000,Right,High/Medium,Normal (170-185),74,50,63,74,53,76,73,49,66,75,74,75,75,73,69,62,66,74,68,46,68,74,62,69,59,73,74,74,8,9,13,12,14
142,AS Monaco,Henry Onyekuru,24,Left Winger,Olympiacos,€4.50m,out,Summer,4.5,Ligue 1,2021,2021/2022,France,H. Onyekuru,H. Onyekuru,AS Monaco,Nigeria,"LM, ST",77,84,21000000,41000,Right,High/Low,Normal (170-185),69,75,57,70,69,84,70,45,63,78,91,90,90,72,82,71,91,75,44,73,53,18,76,67,65,37,38,25,12,9,9,6,11
146,LOSC Lille,Cheikh Niasse,22,Defensive Midfield,BSC Young Boys,€900Th.,out,Winter,0.9,Ligue 1,2021,2021/2022,France,C. Niasse,C. Niasse,LOSC Lille,Senegal,"CDM, CB",63,79,1200000,5000,Right,Medium/Medium,Normal (185+),41,39,57,65,34,59,49,41,59,64,61,50,53,64,53,56,55,56,71,40,62,62,46,59,55,60,64,63,5,15,13,7,10
149,Olympique Lyon,Bruno Guimarães,24,Defensive Midfield,Newcastle,€42.10m,out,Winter,42.1,Ligue 1,2021,2021/2022,France,B. Guimaraes,Bruno Guimarães,Olympique Lyonnais,Brazil,"CM, CDM",78,87,31500000,52000,Right,Medium/Medium,Normal (170-185),66,60,64,83,66,78,73,62,81,80,70,69,71,76,73,71,61,82,70,67,74,74,66,79,65,75,76,70,7,11,15,11,11
150,Newcastle United,Bruno Guimarães,24,Defensive Midfield,Olympique Lyon,€42.10m,in,Winter,42.1,Premier League,2021,2021/2022,England,B. Guimaraes,Bruno Guimarães,Olympique Lyonnais,Brazil,"CM, CDM",78,87,31500000,52000,Right,Medium/Medium,Normal (170-185),66,60,64,83,66,78,73,62,81,80,70,69,71,76,73,71,61,82,70,67,74,74,66,79,65,75,76,70,7,11,15,11,11
151,Olympique Marseille,Darío Benedetto,31,Centre-Forward,Boca Juniors,€3.00m,out,Winter,3,Ligue 1,2021,2021/2022,France,D. Benedetto,D. Benedetto,Olympique de Marseille,Argentina,ST,79,79,17000000,48000,Right,High/Low,Normal (170-185),55,81,78,72,73,75,69,60,69,78,75,78,72,76,71,84,90,72,77,78,70,35,84,71,75,45,25,25,10,14,12,8,11
154,FC Girondins Bordeaux,Samuel Kalu,24,Right Winger,Watford,€3.00m,out,Winter,3,Ligue 1,2021,2021/2022,France,S. Kalu,S. Kalu,FC Girondins de Bordeaux,Nigeria,"LM, RM, RW",76,81,11500000,26000,Right,High/Medium,Normal (170-185),76,69,62,70,49,81,72,71,61,75,92,83,80,69,79,66,88,70,46,64,57,31,70,72,52,30,32,27,11,13,6,10,12
155,Watford FC,Samuel Kalu,24,Right Winger,G. Bordeaux,€3.00m,in,Winter,3,Premier League,2021,2021/2022,England,S. Kalu,S. Kalu,FC Girondins de Bordeaux,Nigeria,"LM, RM, RW",76,81,11500000,26000,Right,High/Medium,Normal (170-185),76,69,62,70,49,81,72,71,61,75,92,83,80,69,79,66,88,70,46,64,57,31,70,72,52,30,32,27,11,13,6,10,12
156,Stade Reims,Mathieu Cafaro,24,Attacking Midfield,Standard Liège,€250Th.,out,Winter,0.25,Ligue 1,2021,2021/2022,France,M. Cafaro,M. Cafaro,Stade de Reims,France,"RM, LM, CM",74,80,6500000,19000,Right,Medium/Medium,Lean (170-185),74,66,47,72,59,77,71,75,71,76,75,74,86,71,88,74,59,70,55,73,62,48,70,69,72,44,41,45,6,10,11,10,10
157,FC Nantes,Renaud Emond,30,Centre-Forward,Standard Liège,€200Th.,out,Winter,0.2,Ligue 1,2021,2021/2022,France,R. Emond,R. Emond,FC Nantes,Belgium,ST,71,71,1900000,18000,Right,Medium/Medium,Lean (185+),48,79,75,64,72,60,64,66,33,64,54,65,65,73,61,70,70,71,71,62,47,38,79,59,78,14,18,21,16,12,6,10,14
158,Olympique Marseille,Maxime López,23,Defensive Midfield,Sassuolo,€2.00m,out,Summer,2,Ligue 1,2021,2021/2022,France,M. Lopez,M. Lopez,Olympique de Marseille,France,CM,75,78,8000000,29000,Right,Medium/Medium,Lean (170-),75,66,62,80,65,78,75,73,75,75,73,68,83,75,93,63,67,72,38,71,75,68,69,76,68,66,66,59,7,14,13,11,6
159,US Sassuolo,Maxime López,23,Defensive Midfield,Marseille,€2.00m,in,Summer,2,Serie A,2021,2021/2022,Italy,M. Lopez,M. Lopez,Olympique de Marseille,France,CM,75,78,8000000,29000,Right,Medium/Medium,Lean (170-),75,66,62,80,65,78,75,73,75,75,73,68,83,75,93,63,67,72,38,71,75,68,69,76,68,66,66,59,7,14,13,11,6
160,Stade Rennais FC,Brandon Soppy,19,Right-Back,Udinese Calcio,€2.00m,out,Summer,2,Ligue 1,2021,2021/2022,France,B. Soppy,B. Soppy,Stade Rennais FC,France,"RB, CB",66,81,1900000,3000,Right,High/Medium,Normal (170-185),59,24,58,61,34,62,52,32,53,61,78,83,76,59,75,61,74,69,74,43,65,63,59,54,49,56,64,62,7,12,12,10,11
161,Udinese Calcio,Brandon Soppy,19,Right-Back,Stade Rennais,€2.00m,in,Summer,2,Serie A,2021,2021/2022,Italy,B. Soppy,B. Soppy,Stade Rennais FC,France,"RB, CB",66,81,1900000,3000,Right,High/Medium,Normal (170-185),59,24,58,61,34,62,52,32,53,61,78,83,76,59,75,61,74,69,74,43,65,63,59,54,49,56,64,62,7,12,12,10,11
166,Borussia Dortmund,Tobias Raschl,21,Central Midfield,Greuther Fürth,€100Th.,out,Winter,0.1,1 Bundesliga,2021,2021/2022,Germany,T. Raschl,T. Raschl,Borussia Dortmund,Germany,CDM,63,78,1100000,6000,Right,Medium/Medium,Lean (170-185),54,42,43,68,44,64,49,53,66,67,66,62,71,59,75,57,64,55,63,39,69,59,44,57,38,56,58,59,10,10,10,14,8
167,SpVgg Greuther Fürth,Tobias Raschl,21,Central Midfield,Bor. Dortmund,€100Th.,in,Winter,0.1,1 Bundesliga,2021,2021/2022,Germany,T. Raschl,T. Raschl,Borussia Dortmund,Germany,CDM,63,78,1100000,6000,Right,Medium/Medium,Lean (170-185),54,42,43,68,44,64,49,53,66,67,66,62,71,59,75,57,64,55,63,39,69,59,44,57,38,56,58,59,10,10,10,14,8
170,VfL Wolfsburg,Wout Weghorst,29,Centre-Forward,Burnley,€17.50m,out,Winter,17.5,1 Bundesliga,2021,2021/2022,Germany,W. Weghorst,W. Weghorst,VfL Wolfsburg,Netherlands,ST,81,81,28000000,62000,Right,High/High,Normal (185+),42,86,88,76,80,65,40,37,48,79,57,72,63,83,44,84,79,85,86,70,83,34,85,65,77,37,32,25,11,9,14,16,12
171,Burnley FC,Wout Weghorst,29,Centre-Forward,VfL Wolfsburg,€17.50m,in,Winter,17.5,Premier League,2021,2021/2022,England,W. Weghorst,W. Weghorst,VfL Wolfsburg,Netherlands,ST,81,81,28000000,62000,Right,High/High,Normal (185+),42,86,88,76,80,65,40,37,48,79,57,72,63,83,44,84,79,85,86,70,83,34,85,65,77,37,32,25,11,9,14,16,12
174,1.FC Union Berlin,Marvin Friedrich,26,Centre-Back,Bor. M'gladbach,€5.50m,out,Winter,5.5,1 Bundesliga,2021,2021/2022,Germany,M. Friedrich,M. Friedrich,1. FC Union Berlin,Germany,CB,74,79,6000000,20000,Right,Medium/Medium,Lean (185+),43,35,77,66,35,42,39,26,68,58,54,65,54,72,51,48,75,62,77,29,69,74,29,53,38,74,77,75,10,13,13,15,14
175,Borussia Mönchengladbach,Marvin Friedrich,26,Centre-Back,Union Berlin,€5.50m,in,Winter,5.5,1 Bundesliga,2021,2021/2022,Germany,M. Friedrich,M. Friedrich,1. FC Union Berlin,Germany,CB,74,79,6000000,20000,Right,Medium/Medium,Lean (185+),43,35,77,66,35,42,39,26,68,58,54,65,54,72,51,48,75,62,77,29,69,74,29,53,38,74,77,75,10,13,13,15,14
176,Borussia Mönchengladbach,Denis Zakaria,25,Defensive Midfield,Juventus,€8.60m,out,Winter,8.6,1 Bundesliga,2021,2021/2022,Germany,D. Zakaria,D. Zakaria,Borussia Mönchengladbach,Switzerland,"CDM, CB, CM",83,87,47500000,45000,Right,Medium/Medium,Normal (185+),68,66,67,83,35,78,64,46,76,80,81,85,68,84,64,74,65,80,87,63,89,81,65,76,38,84,84,80,12,12,7,13,11
177,Juventus FC,Denis Zakaria,25,Defensive Midfield,Bor. M'gladbach,€8.60m,in,Winter,8.6,Serie A,2021,2021/2022,Italy,D. Zakaria,D. Zakaria,Borussia Mönchengladbach,Switzerland,"CDM, CB, CM",83,87,47500000,45000,Right,Medium/Medium,Normal (185+),68,66,67,83,35,78,64,46,76,80,81,85,68,84,64,74,65,80,87,63,89,81,65,76,38,84,84,80,12,12,7,13,11
178,VfB Stuttgart,Hamadi Al Ghaddioui,31,Centre-Forward,Pafos FC,€70Th.,out,Winter,0.07,1 Bundesliga,2021,2021/2022,Germany,H. Al Ghaddioui,H. Al Ghaddioui,VfB Stuttgart,Germany,ST,69,69,1400000,13000,Right,Medium/Medium,Normal (185+),42,75,72,61,67,61,49,32,41,65,52,55,55,65,50,73,53,68,88,62,60,20,73,49,66,32,22,16,7,5,10,11,14
179,1.FSV Mainz 05,Jean-Philippe Mateta,24,Centre-Forward,Crystal Palace,€11.00m,out,Winter,11,1 Bundesliga,2021,2021/2022,Germany,J. Mateta,J. Mateta,1. FSV Mainz 05,France,ST,76,83,15000000,26000,Right,High/Low,Normal (185+),39,77,78,65,73,74,53,32,41,73,74,78,70,75,53,75,77,65,85,63,71,26,79,59,74,29,31,22,8,8,7,13,11
180,Crystal Palace,Jean-Philippe Mateta,24,Centre-Forward,1.FSV Mainz 05,€11.00m,in,Winter,11,Premier League,2021,2021/2022,England,J. Mateta,J. Mateta,1. FSV Mainz 05,France,ST,76,83,15000000,26000,Right,High/Low,Normal (185+),39,77,78,65,73,74,53,32,41,73,74,78,70,75,53,75,77,65,85,63,71,26,79,59,74,29,31,22,8,8,7,13,11
181,1. FC Köln,Jorge Meré,24,Centre-Back,América,€900Th.,out,Winter,0.9,1 Bundesliga,2021,2021/2022,Germany,J. Mere,Jorge Meré,1. FC Köln,Spain,CB,72,79,4400000,15000,Right,Medium/Medium,Normal (170-185),30,22,72,70,33,59,34,33,65,68,69,63,66,68,72,48,81,68,73,27,73,73,25,45,51,73,75,70,15,12,11,8,8
189,Borussia Dortmund,Gregor Kobel,23,Goalkeeper,VfB Stuttgart,€15.00m,in,Summer,15,1 Bundesliga,2021,2021/2022,Germany,G. Kobel,G. Kobel,VfB Stuttgart,Switzerland,GK,75,82,9500000,14000,Right,Medium/Medium,Normal (185+),13,10,13,39,10,24,13,12,33,34,26,26,34,74,24,56,34,21,68,10,24,14,10,55,12,15,15,15,75,71,75,73,78
190,VfB Stuttgart,Gregor Kobel,23,Goalkeeper,Bor. Dortmund,€15.00m,out,Summer,15,1 Bundesliga,2021,2021/2022,Germany,G. Kobel,G. Kobel,VfB Stuttgart,Switzerland,GK,75,82,9500000,14000,Right,Medium/Medium,Normal (185+),13,10,13,39,10,24,13,12,33,34,26,26,34,74,24,56,34,21,68,10,24,14,10,55,12,15,15,15,75,71,75,73,78
191,Borussia Dortmund,Jadon Sancho,21,Left Winger,Man Utd,€85.00m,out,Summer,85,1 Bundesliga,2021,2021/2022,Germany,J. Sancho,J. Sancho,Borussia Dortmund,England,"RM, LM, CAM",87,93,124000000,82000,Right,High/Medium,Normal (170-185),83,81,38,88,83,92,81,48,68,91,86,81,91,87,90,70,51,77,67,63,44,39,83,87,60,32,41,32,7,11,10,11,13
192,Manchester United,Jadon Sancho,21,Left Winger,Bor. Dortmund,€85.00m,in,Summer,85,Premier League,2021,2021/2022,England,J. Sancho,J. Sancho,Borussia Dortmund,England,"RM, LM, CAM",87,93,124000000,82000,Right,High/Medium,Normal (170-185),83,81,38,88,83,92,81,48,68,91,86,81,91,87,90,70,51,77,67,63,44,39,83,87,60,32,41,32,7,11,10,11,13
193,Borussia Dortmund,Jeremy Toljan,26,Right-Back,Sassuolo,€3.50m,out,Summer,3.5,1 Bundesliga,2021,2021/2022,Germany,J. Toljan,J. Toljan,U.S. Sassuolo Calcio,Germany,"RB, LB",73,76,3700000,33000,Right,Medium/Medium,Lean (170-185),75,39,49,70,41,68,39,32,63,71,87,86,73,67,70,49,80,72,65,38,62,68,56,48,39,63,72,71,10,13,10,11,12
194,US Sassuolo,Jeremy Toljan,26,Right-Back,Bor. Dortmund,€3.50m,in,Summer,3.5,Serie A,2021,2021/2022,Italy,J. Toljan,J. Toljan,U.S. Sassuolo Calcio,Germany,"RB, LB",73,76,3700000,33000,Right,Medium/Medium,Lean (170-185),75,39,49,70,41,68,39,32,63,71,87,86,73,67,70,49,80,72,65,38,62,68,56,48,39,63,72,71,10,13,10,11,12
195,VfL Wolfsburg,Felix Klaus,28,Right Winger,F. Düsseldorf,€1.10m,out,Summer,1.1,1 Bundesliga,2021,2021/2022,Germany,F. Klaus,F. Klaus,VfL Wolfsburg,Germany,"RM, LM",74,74,4500000,35000,Right,Medium/Medium,Normal (170-185),72,69,45,74,60,80,69,69,44,77,80,72,77,74,77,75,67,76,67,62,63,34,73,72,62,42,33,29,7,6,13,6,8
196,Eintracht Frankfurt,Jens Grahl,32,Goalkeeper,VfB Stuttgart,€250Th.,in,Summer,0.25,1 Bundesliga,2021,2021/2022,Germany,J. Grahl,J. Grahl,VfB Stuttgart,Germany,GK,66,66,450000,5000,Right,Medium/Medium,Normal (185+),19,12,13,22,11,12,11,10,20,23,41,48,44,64,43,44,58,39,79,13,33,23,13,32,21,20,13,12,70,60,58,63,70
197,VfB Stuttgart,Jens Grahl,32,Goalkeeper,E. Frankfurt,€250Th.,out,Summer,0.25,1 Bundesliga,2021,2021/2022,Germany,J. Grahl,J. Grahl,VfB Stuttgart,Germany,GK,66,66,450000,5000,Right,Medium/Medium,Normal (185+),19,12,13,22,11,12,11,10,20,23,41,48,44,64,43,44,58,39,79,13,33,23,13,32,21,20,13,12,70,60,58,63,70
198,Eintracht Frankfurt,Frederik Rönnow,28,Goalkeeper,Union Berlin,€1.00m,out,Summer,1,1 Bundesliga,2021,2021/2022,Germany,F. Ronnow,F. Rønnow,Eintracht Frankfurt,Denmark,GK,76,78,7000000,20000,Right,Medium/Medium,Lean (185+),14,9,12,25,7,13,16,7,30,12,48,45,34,76,40,50,63,32,67,13,17,12,14,48,17,15,11,13,77,72,67,76,78
199,1.FC Union Berlin,Frederik Rönnow,28,Goalkeeper,E. Frankfurt,€1.00m,in,Summer,1,1 Bundesliga,2021,2021/2022,Germany,F. Ronnow,F. Rønnow,Eintracht Frankfurt,Denmark,GK,76,78,7000000,20000,Right,Medium/Medium,Lean (185+),14,9,12,25,7,13,16,7,30,12,48,45,34,76,40,50,63,32,67,13,17,12,14,48,17,15,11,13,77,72,67,76,78
203,Bayer 04 Leverkusen,Demarai Gray,25,Left Winger,Everton,€2.00m,out,Summer,2,1 Bundesliga,2021,2021/2022,Germany,D. Gray,D. Gray,Leicester City,England,LM,75,79,8000000,55000,Right,Medium/Medium,Lean (170-185),67,65,31,69,54,83,68,60,60,78,89,86,87,70,75,80,51,66,56,68,41,25,69,69,58,42,45,31,6,11,11,13,10
204,Everton FC,Demarai Gray,25,Left Winger,Bay. Leverkusen,€2.00m,in,Summer,2,Premier League,2021,2021/2022,England,D. Gray,D. Gray,Leicester City,England,LM,75,79,8000000,55000,Right,Medium/Medium,Lean (170-185),67,65,31,69,54,83,68,60,60,78,89,86,87,70,75,80,51,66,56,68,41,25,69,69,58,42,45,31,6,11,11,13,10
205,1.FC Union Berlin,Keita Endo,23,Left Winger,Yokohama F. M.,€900Th.,in,Summer,0.9,1 Bundesliga,2021,2021/2022,Germany,K. Endo,K. Endo,1. FC Union Berlin,Japan,"LM, LW",69,75,2200000,6000,Right,Medium/Medium,Lean (170-185),69,58,48,68,37,68,68,44,64,70,79,79,73,63,77,58,79,71,55,44,58,36,67,58,46,40,59,51,15,9,9,11,13
206,1.FC Union Berlin,Marius Bülter,28,Second Striker,FC Schalke 04,€800Th.,out,Summer,0.8,1 Bundesliga,2021,2021/2022,Germany,M. Bulter,M. Bülter,1. FC Union Berlin,Germany,"LW, CF",73,73,3200000,26000,Right,Medium/High,Normal (185+),71,74,58,69,68,75,70,45,62,73,77,80,72,68,72,80,44,74,78,70,65,39,72,65,55,55,48,39,7,7,6,14,13
213,FC Augsburg,Daniel Klein,20,Goalkeeper,Hoffenheim II,€200Th.,in,Summer,0.2,1 Bundesliga,2021,2021/2022,Germany,D. Klein,D. Klein,TSG Hoffenheim,Germany,GK,57,75,375000,2000,Right,Medium/Medium,Normal (185+),10,8,12,26,6,9,7,9,24,14,20,27,28,48,31,42,38,23,57,6,17,7,8,35,14,6,15,12,60,58,56,52,56
214,FC Augsburg,Marco Richter,23,Right Winger,Hertha BSC,€7.10m,out,Summer,7.1,1 Bundesliga,2021,2021/2022,Germany,M. Richter,M. Richter,FC Augsburg,Germany,"RM, RW, LM",74,82,9500000,21000,Right,Medium/Medium,Normal (170-185),68,70,58,67,63,78,60,37,53,77,86,69,79,75,78,75,66,71,63,68,41,22,75,69,56,21,25,26,12,13,7,5,10
215,Hertha BSC,Marco Richter,23,Right Winger,FC Augsburg,€7.10m,in,Summer,7.1,1 Bundesliga,2021,2021/2022,Germany,M. Richter,M. Richter,FC Augsburg,Germany,"RM, RW, LM",74,82,9500000,21000,Right,Medium/Medium,Normal (170-185),68,70,58,67,63,78,60,37,53,77,86,69,79,75,78,75,66,71,63,68,41,22,75,69,56,21,25,26,12,13,7,5,10
216,Arminia Bielefeld,Stefanos Kapino,27,Goalkeeper,Werder Bremen,€300Th.,in,Summer,0.3,1 Bundesliga,2021,2021/2022,Germany,S. Kapino,S. Kapino,SV Werder Bremen,Greece,GK,73,77,3300000,16000,Right,Medium/Medium,Normal (185+),12,13,12,26,19,14,14,18,27,29,41,42,55,71,45,50,74,38,70,19,23,14,3,45,26,24,11,14,74,67,66,72,79
217,Bayern Munich,Marcel Sabitzer,27,Central Midfield,RB Leipzig,€15.00m,in,Summer,15,1 Bundesliga,2021,2021/2022,Germany,M. Sabitzer,M. Sabitzer,RB Leipzig,Austria,"CM, CAM",83,85,44500000,74000,Right,High/High,Normal (170-185),74,81,60,83,82,79,75,78,79,82,76,83,75,86,80,88,71,84,76,88,77,64,83,83,65,69,64,59,11,13,14,15,13
218,RB Leipzig,Marcel Sabitzer,27,Central Midfield,Bayern Munich,€15.00m,out,Summer,15,1 Bundesliga,2021,2021/2022,Germany,M. Sabitzer,M. Sabitzer,RB Leipzig,Austria,"CM, CAM",83,85,44500000,74000,Right,High/High,Normal (170-185),74,81,60,83,82,79,75,78,79,82,76,83,75,86,80,88,71,84,76,88,77,64,83,83,65,69,64,59,11,13,14,15,13
